student_id,age,gender,branch,year,cgpa,attendance,backlogs,internships,projects,certifications,coding_problems,python,sql,java,dsa,machine_learning,power_bi,excel,communication_score,aptitude_score,placement
STU1808,21,Female,Computer Science,4,7.34,69.8,1,1,2,2,300,1,1,1,1,0,0,0,64.3,67.6,1
STU1809,20,Female,Computer Science,3,8.73,74.5,0,2,1,1,6,1,0,1,1,1,1,1,62.6,55.8,1
STU1810,23,Male,Computer Science,3,7.17,70.3,1,0,1,4,160,1,1,1,1,1,1,0,70.6,47.3,1
STU1811,21,Female,Computer Science,4,7.63,68.7,0,0,2,1,61,1,0,1,0,1,1,1,45.9,71.3,1
STU1812,20,Male,Computer Science,4,8.06,61.9,0,0,1,0,0,1,1,1,1,0,1,1,92.8,84.4,1
STU1813,22,Female,Information Technology,4,6.48,78.7,1,1,3,2,28,1,1,1,1,0,1,1,42.5,63.1,1
STU1814,22,Female,Computer Science,4,8.29,72.3,0,4,2,8,47,0,1,1,1,1,0,0,92.9,67.3,1
STU1815,21,Male,Electronics & Comm,4,9.4,87.7,0,0,2,3,18,1,1,1,0,1,0,1,67.8,45.2,1
STU1816,21,Female,Computer Science,4,7.41,63.5,0,0,2,1,41,1,1,1,0,1,0,1,62.6,58.2,1
STU1817,20,Male,Civil Eng,4,6.36,72.6,1,0,2,0,75,1,0,0,0,0,0,1,77.4,46.6,1
STU1818,19,Male,Mechanical Eng,4,7.53,96.1,0,0,1,2,76,1,0,0,0,0,1,1,63.2,47.6,1
STU1819,20,Male,Electronics & Comm,4,5.15,68.6,1,1,3,1,34,0,1,0,0,0,1,1,81.0,66.5,1
STU1820,21,Female,Information Technology,4,7.97,75.6,0,3,4,3,129,1,0,1,1,1,0,0,72.3,64.1,1
STU1821,19,Female,Information Technology,4,8.1,65.8,0,0,1,2,142,1,1,1,1,1,0,1,78.0,76.8,1
STU1822,20,Female,Information Technology,3,9.44,64.5,0,2,1,1,8,1,1,0,1,1,0,0,82.6,76.5,1
STU1823,20,Male,Electrical Eng,3,7.39,93.5,0,1,3,0,3,1,0,1,0,0,0,1,65.6,51.9,1
STU1824,21,Female,Information Technology,4,8.05,79.7,1,2,1,3,59,1,1,1,1,1,1,1,81.5,36.0,1
STU1825,22,Female,Mechanical Eng,3,6.65,79.3,0,1,0,2,8,0,0,0,0,0,0,1,75.3,50.8,0
STU1826,20,Male,Civil Eng,4,7.21,61.0,0,0,2,4,106,0,1,1,1,1,1,0,86.7,54.3,1
STU1827,20,Other,Information Technology,3,5.92,81.6,5,3,1,1,4,0,1,1,1,0,1,0,62.9,73.3,0
STU1828,21,Male,Electronics & Comm,4,7.39,89.6,0,0,1,3,22,0,1,1,1,0,1,1,87.1,74.2,1
STU1829,21,Female,Computer Science,3,7.26,89.5,0,1,6,0,27,1,0,0,1,0,0,0,57.2,64.3,1
STU1830,20,Male,Computer Science,4,7.93,84.7,0,2,1,1,43,1,1,1,1,0,0,1,39.9,76.1,1
STU1831,21,Male,Information Technology,3,6.91,66.7,0,0,4,3,78,1,1,1,1,0,1,1,48.9,100.0,1
STU1832,20,Male,Computer Science,4,7.69,81.1,0,1,1,4,119,1,1,1,1,1,0,1,63.4,63.2,1
STU1833,20,Female,Mechanical Eng,4,7.23,84.7,0,2,3,1,57,1,1,1,0,0,0,1,71.7,61.5,1
STU1834,21,Male,Computer Science,3,7.24,60.1,0,4,2,4,102,0,1,1,1,0,0,1,68.2,52.4,1
STU1835,20,Male,Information Technology,4,7.69,66.8,0,1,0,3,181,1,1,1,0,1,0,1,79.0,69.8,1
STU1836,22,Female,Electronics & Comm,3,7.64,86.9,0,0,3,1,87,1,1,1,0,0,0,1,51.2,82.1,1
STU1837,20,Female,Electronics & Comm,3,8.44,86.8,1,1,4,4,62,1,1,1,0,0,0,1,92.1,57.5,1
STU1838,21,Male,Information Technology,4,7.47,62.5,0,1,1,2,15,1,1,1,1,0,0,1,86.8,59.1,1
STU1839,21,Male,Mechanical Eng,4,7.22,86.0,0,1,3,3,3,0,0,1,0,0,0,0,81.1,57.2,1
STU1840,19,Male,Electronics & Comm,4,7.4,79.0,1,2,2,2,2,1,1,1,0,1,0,1,85.7,47.7,1
STU1841,21,Male,Information Technology,3,6.81,85.8,0,0,3,2,40,1,1,0,0,0,0,1,46.3,67.0,1
STU1842,20,Female,Computer Science,4,7.2,71.7,0,0,3,4,13,0,1,1,0,0,0,0,77.8,67.5,1
STU1843,22,Female,Information Technology,4,9.83,84.5,0,1,0,1,31,1,1,1,1,0,1,0,78.4,64.4,1
STU1844,20,Female,Mechanical Eng,4,6.6,86.4,0,3,1,0,114,0,1,1,1,0,0,0,81.5,92.6,1
STU1845,20,Male,Electronics & Comm,4,7.29,74.5,0,1,2,4,47,1,1,0,0,0,0,1,79.9,71.0,1
STU1846,19,Female,Mechanical Eng,4,7.17,78.2,0,3,4,4,14,0,1,0,1,0,0,1,74.2,48.3,1
STU1847,23,Female,Information Technology,3,7.33,71.5,0,3,2,1,1,0,1,0,1,0,0,1,73.7,74.5,1
STU1848,21,Female,Computer Science,3,7.24,94.5,0,2,2,1,114,1,1,1,1,1,1,1,84.7,59.9,1
STU1849,21,Female,Computer Science,4,7.91,76.8,0,2,0,3,48,1,1,1,1,1,0,1,59.3,60.1,1
STU1850,19,Female,Information Technology,4,5.72,68.8,1,2,3,0,10,0,1,1,1,0,1,1,73.1,62.4,1
STU1851,21,Female,Electronics & Comm,3,8.74,70.8,0,2,2,2,33,0,1,1,0,0,1,1,60.3,60.7,1
STU1852,20,Male,Electrical Eng,3,8.3,79.3,0,1,3,0,5,0,0,0,0,0,0,0,65.9,69.0,1
STU1853,22,Female,Computer Science,4,6.23,85.5,2,0,4,2,117,1,1,1,1,1,1,0,30.6,96.7,1
STU1854,20,Female,Information Technology,4,5.1,64.6,2,0,1,0,285,1,1,1,1,0,0,0,55.8,59.5,0
STU1855,20,Female,Information Technology,3,6.53,96.5,1,0,1,3,47,1,1,0,1,1,0,0,61.9,66.3,0
STU1856,19,Male,Information Technology,3,7.33,81.1,0,0,6,3,114,1,1,0,1,1,1,1,62.1,68.5,1
STU1857,21,Female,Computer Science,4,10.0,82.7,2,0,1,2,21,1,1,1,0,0,1,1,63.3,57.3,1
STU1858,21,Female,Computer Science,4,8.2,77.0,0,3,3,1,107,1,0,1,1,1,0,1,51.4,59.0,1
STU1859,19,Male,Computer Science,4,5.61,78.2,1,1,3,0,1,1,1,1,1,0,1,1,63.3,79.9,1
STU1860,21,Male,Computer Science,4,6.84,76.5,0,0,3,1,12,1,1,1,1,0,0,1,83.2,57.3,1
STU1861,21,Female,Computer Science,4,7.54,88.2,1,2,1,2,50,1,0,1,1,0,1,0,63.8,51.7,1
STU1862,21,Female,Computer Science,4,7.88,77.9,0,1,1,3,1,1,1,1,1,0,0,1,86.2,91.7,1
STU1863,20,Male,Electronics & Comm,4,6.15,85.7,2,0,3,0,5,1,1,0,1,1,1,0,85.3,46.9,1
STU1864,20,Male,Information Technology,3,7.45,73.7,1,2,1,3,67,1,1,1,0,1,0,0,59.8,78.3,0
STU1865,21,Female,Civil Eng,4,6.81,80.0,1,0,3,3,29,0,1,0,1,0,0,1,76.0,62.0,1
STU1866,20,Male,Computer Science,4,6.39,70.0,0,1,2,2,10,1,0,0,1,0,0,1,49.6,46.8,0
STU1867,20,Male,Information Technology,4,7.89,90.2,1,0,2,1,18,0,1,1,0,0,0,1,53.2,59.3,1
STU1868,22,Male,Information Technology,3,8.45,69.7,1,1,1,4,86,1,1,1,0,1,1,1,69.6,61.6,1
STU1869,22,Male,Computer Science,4,8.53,74.8,0,2,5,4,97,1,1,1,0,1,1,1,75.1,40.5,1
STU1870,20,Male,Mechanical Eng,4,8.23,74.9,1,0,2,8,34,0,1,0,0,0,1,0,90.6,71.4,1
STU1871,20,Male,Computer Science,3,7.05,74.5,3,3,2,1,70,1,1,0,1,0,0,1,65.7,69.9,1
STU1872,21,Male,Civil Eng,4,8.39,85.2,0,0,5,5,62,1,1,0,0,0,0,1,70.5,59.8,1
STU1873,20,Male,Mechanical Eng,4,7.94,74.8,0,1,3,0,2,1,0,0,1,0,0,1,69.4,72.1,1
STU1874,19,Male,Electronics & Comm,4,7.75,91.9,0,3,5,2,25,1,1,0,1,0,0,1,93.1,68.1,1
STU1875,20,Male,Electronics & Comm,4,6.93,69.8,0,3,1,2,102,1,1,1,1,1,0,0,86.8,84.4,1
STU1876,21,Male,Electronics & Comm,4,7.05,79.7,0,0,4,2,190,0,0,0,0,0,0,0,73.4,48.8,1
STU1877,21,Female,Information Technology,4,7.68,70.2,0,0,2,3,18,1,1,0,1,1,0,1,79.1,60.6,1
STU1878,19,Male,Electronics & Comm,3,10.0,82.2,0,1,3,1,82,1,1,1,1,0,0,0,72.9,80.0,1
STU1879,20,Male,Computer Science,3,7.93,77.8,0,0,4,4,206,1,1,1,1,1,1,1,83.0,73.1,1
STU1880,20,Male,Computer Science,4,6.93,76.4,1,1,1,2,36,1,1,1,1,1,1,1,80.1,30.5,1
STU1881,21,Male,Information Technology,4,6.68,89.9,0,2,2,5,68,1,1,0,1,0,0,1,63.8,40.0,1
STU1882,19,Female,Electronics & Comm,4,7.06,71.5,2,1,3,0,128,0,0,1,1,0,0,1,69.4,65.0,1
STU1883,20,Female,Mechanical Eng,4,10.0,83.9,0,0,0,3,48,1,1,0,0,0,1,1,70.3,89.6,1
STU1884,21,Female,Computer Science,3,7.16,70.3,1,1,3,2,157,1,1,0,1,0,0,0,70.1,58.5,1
STU1885,20,Female,Mechanical Eng,4,8.6,79.1,1,3,1,2,13,1,1,0,0,0,0,1,60.9,74.7,1
STU1886,21,Female,Computer Science,3,7.19,66.0,0,1,4,3,6,1,0,1,0,0,1,0,72.7,66.2,1
STU1887,20,Male,Information Technology,4,7.89,71.4,0,1,1,1,7,0,1,0,1,0,0,1,60.9,73.7,1
STU1888,19,Male,Information Technology,4,8.47,77.2,0,0,2,1,71,1,1,1,1,0,0,0,59.8,81.1,1
STU1889,20,Male,Information Technology,4,6.97,96.1,1,0,1,3,30,1,1,1,0,0,1,0,66.3,79.2,1
STU1890,21,Male,Computer Science,3,6.89,79.0,1,0,1,2,88,0,0,1,0,0,0,1,71.8,78.6,1
STU1891,22,Female,Electronics & Comm,3,9.42,94.5,0,1,2,1,61,1,1,1,0,1,0,1,85.2,55.8,1
STU1892,21,Female,Electrical Eng,4,8.68,80.2,0,0,2,2,155,0,1,1,0,0,0,0,77.9,62.7,1
STU1893,20,Male,Information Technology,4,8.47,74.1,0,1,0,2,30,1,1,1,1,1,0,1,83.5,72.8,1
STU1894,21,Female,Information Technology,4,8.47,93.4,0,1,4,3,78,0,1,1,1,0,1,1,92.8,72.2,1
STU1895,20,Female,Mechanical Eng,3,8.11,82.4,5,2,0,0,63,1,1,1,0,1,0,0,59.8,73.9,0
STU1896,20,Male,Electrical Eng,4,9.82,71.6,0,0,3,2,16,1,0,0,1,1,1,0,78.0,38.5,1
STU1897,22,Male,Information Technology,4,7.65,82.7,2,2,2,2,160,0,1,1,1,0,1,0,78.5,83.0,1
STU1898,19,Male,Computer Science,3,8.23,75.1,1,1,2,3,13,1,1,1,1,0,0,1,71.6,39.5,1
STU1899,19,Male,Mechanical Eng,4,6.0,58.1,5,0,1,5,14,0,1,1,1,0,0,1,80.5,53.7,0
STU1900,20,Male,Electronics & Comm,3,6.69,87.4,0,0,2,2,11,1,1,1,0,1,0,1,69.2,67.9,1
STU1901,19,Male,Computer Science,4,6.28,88.9,1,1,2,1,36,1,1,1,1,1,0,0,77.4,64.6,0
STU1902,20,Male,Computer Science,4,9.0,96.4,0,1,1,0,41,1,1,1,1,1,0,1,48.2,86.3,1
STU1903,21,Male,Electrical Eng,4,5.0,82.2,2,0,1,1,123,0,0,0,0,0,1,1,68.0,47.4,0
STU1904,20,Other,Computer Science,4,7.16,75.5,0,0,0,0,92,1,1,1,1,0,0,0,77.9,59.5,0
STU1905,22,Female,Civil Eng,4,5.0,86.3,0,0,0,4,14,1,1,1,0,0,1,1,82.4,35.5,0
STU1906,21,Female,Computer Science,3,6.69,86.5,1,3,0,4,4,1,0,1,0,0,0,1,55.9,67.0,0
STU1907,20,Male,Electrical Eng,4,7.06,94.4,0,1,1,2,11,0,1,0,0,0,1,1,66.9,61.9,1
STU1908,20,Male,Information Technology,4,9.12,77.6,0,1,3,1,159,1,1,1,1,1,0,1,53.1,46.4,1
STU1909,20,Female,Information Technology,4,8.04,76.3,0,3,1,0,214,1,1,1,1,1,1,1,62.6,84.6,1
STU1910,21,Male,Mechanical Eng,3,6.68,70.8,0,1,2,4,13,1,1,1,0,0,0,0,72.4,81.2,1
STU1911,20,Male,Information Technology,4,8.77,83.4,0,1,1,4,54,1,1,1,0,0,0,1,82.5,66.1,1
STU1912,21,Female,Electronics & Comm,3,7.62,62.5,0,0,2,1,14,0,1,0,1,0,1,0,80.7,82.1,1
STU1913,20,Female,Computer Science,3,7.64,85.8,1,1,2,3,46,1,1,1,1,1,0,1,71.1,63.6,1
STU1914,21,Male,Computer Science,4,6.28,83.9,3,0,3,1,96,1,1,1,1,0,1,1,58.9,75.7,0
STU1915,20,Male,Computer Science,3,6.51,83.9,0,1,3,1,86,1,1,1,1,0,0,1,66.0,77.9,1
STU1916,20,Male,Electronics & Comm,4,6.69,79.4,0,0,2,0,15,1,0,1,1,0,0,1,100.0,49.0,1
STU1917,22,Male,Computer Science,4,7.65,93.3,0,0,1,2,8,1,1,1,0,1,0,1,48.4,71.5,1
STU1918,21,Male,Computer Science,4,7.69,86.7,0,0,2,0,2,1,1,0,0,1,0,1,51.1,67.5,1
STU1919,20,Male,Information Technology,4,9.3,71.9,0,1,1,0,50,1,1,1,1,1,1,1,70.5,49.6,1
STU1920,22,Male,Electronics & Comm,4,8.02,72.1,0,2,4,0,182,1,0,1,0,0,1,0,77.9,45.8,1
STU1921,21,Female,Electrical Eng,3,5.0,69.2,2,1,3,1,2,1,1,1,1,1,0,0,80.1,72.5,0
STU1922,22,Female,Computer Science,4,7.89,83.5,0,2,2,3,48,1,1,0,0,0,0,0,72.0,60.8,1
STU1923,21,Female,Computer Science,4,6.0,68.0,2,1,5,1,30,1,0,1,1,1,0,1,46.7,43.0,0
STU1924,20,Male,Civil Eng,4,6.54,88.8,0,1,2,5,24,0,1,1,1,0,0,1,64.9,73.7,1
STU1925,19,Male,Computer Science,4,6.71,91.2,1,0,2,1,24,1,1,1,1,1,0,1,43.3,79.0,1
STU1926,20,Male,Mechanical Eng,3,6.87,69.2,0,3,0,1,26,1,0,1,0,1,0,1,73.5,47.4,1
STU1927,21,Male,Mechanical Eng,4,6.09,76.1,3,0,2,1,106,0,1,0,0,1,0,1,74.4,65.0,0
STU1928,21,Male,Electrical Eng,3,7.82,78.2,0,1,4,1,0,1,1,1,0,1,1,1,66.2,87.8,1
STU1929,20,Female,Computer Science,4,6.05,86.8,0,1,4,0,1,0,1,1,1,1,1,0,51.4,51.3,1
STU1930,20,Female,Mechanical Eng,3,7.99,94.1,0,1,2,1,57,1,1,1,0,1,0,1,56.5,90.6,1
STU1931,21,Female,Electrical Eng,4,10.0,61.1,0,0,2,4,7,1,0,0,1,0,0,0,45.3,60.1,0
STU1932,23,Male,Electronics & Comm,4,6.14,74.8,3,1,3,3,3,0,1,1,0,1,1,1,67.3,63.9,0
STU1933,21,Female,Information Technology,4,7.29,75.3,0,2,3,4,11,1,1,1,1,1,1,1,100.0,44.1,1
STU1934,20,Male,Computer Science,4,5.0,64.0,2,2,2,0,268,0,1,1,1,0,1,1,66.6,44.6,1
STU1935,20,Male,Computer Science,4,7.27,73.1,0,3,2,2,88,0,1,1,0,1,1,1,62.1,55.2,1
STU1936,19,Male,Electronics & Comm,4,8.31,82.3,0,0,3,1,3,1,1,1,0,0,0,1,71.0,78.3,1
STU1937,22,Female,Electronics & Comm,4,8.39,75.2,0,1,4,3,30,1,0,1,0,0,0,0,51.9,100.0,1
STU1938,20,Other,Information Technology,4,7.69,62.6,0,0,3,7,85,1,0,1,1,0,0,0,52.4,100.0,1
STU1939,21,Male,Information Technology,4,8.58,100.0,0,3,0,4,70,1,1,1,0,1,0,1,59.3,63.2,1
STU1940,20,Female,Information Technology,3,10.0,80.7,0,0,1,0,6,1,1,1,1,1,0,1,80.4,59.7,1
STU1941,21,Female,Electronics & Comm,4,9.48,79.1,4,1,4,1,8,0,1,1,0,0,0,1,72.7,50.2,1
STU1942,21,Male,Mechanical Eng,3,7.03,67.0,0,2,3,0,77,1,1,0,1,1,0,0,65.8,81.7,1
STU1943,21,Male,Computer Science,4,6.0,80.6,4,1,2,0,76,1,1,1,1,0,0,1,78.5,54.1,0
STU1944,20,Male,Information Technology,4,7.15,76.4,0,1,2,0,52,1,1,1,1,1,0,1,91.9,61.4,1
STU1945,19,Female,Computer Science,4,6.56,59.1,0,0,4,1,26,1,1,1,1,1,0,0,78.3,72.5,1
STU1946,20,Male,Electronics & Comm,4,8.1,67.3,0,1,4,1,49,1,0,1,0,0,0,0,53.7,71.8,1
STU1947,22,Female,Electrical Eng,4,6.3,85.9,0,3,3,2,243,1,1,1,1,1,0,0,41.6,55.8,1
STU1948,22,Male,Civil Eng,3,7.52,97.4,0,1,1,2,20,1,0,1,0,0,1,1,43.6,63.6,0
STU1949,21,Female,Computer Science,4,8.52,81.7,0,0,3,3,4,1,1,0,0,1,0,1,80.2,56.2,1
STU1950,21,Male,Civil Eng,3,7.49,89.0,0,0,1,0,24,1,0,0,0,0,0,1,57.4,52.5,1
STU1951,21,Female,Computer Science,4,6.56,76.4,0,0,4,1,21,1,1,1,1,1,0,1,79.5,49.6,1
STU1952,20,Female,Electronics & Comm,3,8.89,77.1,3,1,1,3,4,0,0,0,1,0,0,1,61.6,42.9,0
STU1953,22,Female,Computer Science,4,5.53,88.9,3,0,3,2,4,1,0,1,1,1,0,0,73.4,70.4,0
STU1954,20,Female,Mechanical Eng,4,7.24,94.6,0,1,2,1,76,0,0,0,1,0,1,1,77.8,61.4,1
STU1955,20,Male,Electronics & Comm,3,7.55,91.0,0,1,3,4,68,1,1,0,1,0,0,1,57.0,48.0,1
STU1956,21,Female,Electronics & Comm,4,7.62,67.3,0,2,2,1,15,0,1,1,0,1,0,1,79.5,46.6,1
STU1957,19,Male,Mechanical Eng,3,7.8,77.3,0,0,0,1,36,1,1,0,1,0,1,0,58.8,46.3,1
STU1958,20,Male,Computer Science,4,8.27,80.8,0,2,3,2,46,1,1,1,1,0,0,1,58.2,55.8,1
STU1959,21,Female,Computer Science,4,7.56,75.4,0,1,2,1,120,1,1,1,1,0,1,1,79.5,81.9,1
STU1960,19,Male,Mechanical Eng,3,7.2,81.9,0,1,2,2,1,0,1,0,0,0,1,0,76.8,54.8,1
STU1961,21,Male,Information Technology,3,7.15,86.2,0,3,6,1,70,1,1,0,0,1,0,1,74.4,73.4,1
STU1962,20,Other,Computer Science,4,6.93,88.0,0,0,2,1,11,1,1,0,0,1,0,1,52.6,88.4,1
STU1963,20,Male,Information Technology,3,8.47,94.9,0,1,3,5,52,0,1,1,1,1,0,1,62.6,67.5,1
STU1964,20,Female,Electronics & Comm,4,6.89,74.7,0,0,2,1,6,1,1,0,0,0,0,1,77.6,53.5,1
STU1965,20,Male,Computer Science,3,8.53,64.4,1,1,3,3,14,1,1,1,0,0,0,0,100.0,63.7,1
STU1966,21,Male,Computer Science,3,7.62,81.6,0,1,3,1,247,0,1,0,1,1,0,1,93.4,64.3,1
STU1967,20,Male,Computer Science,4,7.03,96.8,0,0,3,2,197,1,1,1,1,0,1,1,61.4,90.9,1
STU1968,21,Female,Information Technology,3,8.28,73.2,0,1,6,1,48,1,1,1,0,1,0,1,58.8,39.0,1
STU1969,21,Female,Mechanical Eng,4,6.8,84.9,0,1,2,3,7,0,0,0,0,0,0,1,92.2,81.7,1
STU1970,21,Female,Civil Eng,3,8.3,85.0,0,2,3,3,10,1,0,0,0,0,0,1,76.4,38.9,1
STU1971,22,Other,Electronics & Comm,3,7.83,79.9,1,0,3,0,34,1,1,0,1,0,1,1,61.5,77.2,1
STU1972,21,Male,Computer Science,4,6.94,78.1,0,0,2,0,17,1,1,1,1,0,0,1,69.8,58.9,1
STU1973,20,Male,Mechanical Eng,4,8.18,68.8,0,1,2,5,29,1,1,1,0,0,1,0,50.5,92.4,1
STU1974,19,Female,Electronics & Comm,4,8.2,55.2,0,0,5,5,32,1,0,0,0,0,0,1,82.1,75.1,1
STU1975,20,Male,Computer Science,3,8.87,66.9,1,1,0,2,57,0,1,1,1,1,0,1,87.6,73.6,1
STU1976,21,Male,Civil Eng,4,8.66,74.1,0,0,2,2,2,1,0,0,0,0,0,1,89.6,50.9,1
STU1977,19,Male,Electrical Eng,4,8.14,89.0,0,0,2,4,57,0,0,0,0,0,0,0,83.8,92.1,1
STU1978,21,Female,Electrical Eng,3,6.36,77.0,2,2,0,0,11,1,0,0,0,0,0,0,63.5,100.0,0
STU1979,21,Female,Electrical Eng,4,10.0,72.8,0,2,4,3,19,1,0,0,0,0,0,1,80.5,95.2,1
STU1980,20,Male,Computer Science,4,6.06,69.1,1,1,1,2,16,1,0,0,1,0,1,0,88.5,50.0,1
STU1981,21,Male,Computer Science,4,8.64,84.6,0,2,1,3,124,1,0,1,1,0,0,1,81.2,62.2,1
STU1982,20,Female,Electronics & Comm,4,8.07,91.6,1,1,3,0,65,0,0,0,0,0,0,1,79.9,47.2,1
STU1983,19,Female,Computer Science,4,6.31,88.6,5,1,1,2,78,0,1,1,0,0,0,1,70.7,55.9,0
STU1984,21,Male,Information Technology,3,7.46,84.1,0,3,3,2,180,1,0,1,1,1,1,0,55.3,69.3,1
STU1985,21,Female,Electrical Eng,4,7.51,63.2,0,1,3,4,19,1,0,0,1,1,1,1,94.0,75.9,1
STU1986,21,Male,Electrical Eng,3,9.04,74.5,0,1,3,3,4,1,1,0,0,0,1,0,67.5,73.0,1
STU1987,20,Male,Information Technology,4,6.82,97.5,1,1,3,5,80,1,1,1,1,1,0,0,85.0,39.2,1
STU1988,20,Female,Electrical Eng,4,7.31,89.2,0,2,0,5,62,1,0,1,0,0,0,1,100.0,64.5,1
STU1989,21,Female,Mechanical Eng,4,5.03,62.6,3,0,0,2,72,0,1,0,0,1,0,1,80.7,72.8,0
STU1990,21,Male,Electronics & Comm,4,9.51,77.4,0,0,1,0,35,1,0,0,0,0,0,1,84.4,79.2,1
STU1991,21,Female,Computer Science,3,6.42,81.6,4,0,0,3,78,1,1,1,1,1,0,0,54.9,71.4,1
STU1992,20,Female,Computer Science,4,7.96,70.4,1,0,2,4,23,0,0,1,1,0,0,1,57.8,72.3,1
STU1993,21,Female,Information Technology,4,7.49,54.9,1,0,2,0,4,1,1,1,1,1,1,1,85.7,61.4,1
STU1994,20,Female,Computer Science,4,7.49,79.0,0,2,2,2,17,1,1,0,0,1,1,1,60.3,69.1,1
STU1995,19,Female,Computer Science,4,8.49,70.1,0,1,1,0,4,1,0,0,1,1,0,1,49.2,100.0,1
STU1996,22,Male,Computer Science,3,9.44,70.2,0,0,2,0,57,1,1,1,0,0,0,0,44.7,83.1,1
STU1997,20,Male,Information Technology,4,7.88,74.5,0,2,2,3,80,1,0,1,1,0,1,1,65.0,70.5,1
STU1998,22,Male,Mechanical Eng,3,8.32,76.7,0,1,1,3,18,1,1,1,1,1,0,1,64.8,75.9,1
STU1999,20,Male,Computer Science,4,7.96,77.9,0,1,3,2,9,1,0,1,0,1,1,1,82.0,66.1,1
STU2000,20,Female,Electrical Eng,3,8.72,69.2,0,1,3,4,77,0,1,1,0,0,1,1,54.2,66.1,1
STU2001,21,Male,Electronics & Comm,4,7.09,75.8,0,2,3,0,52,0,1,0,0,0,1,1,87.3,79.3,1
STU2002,22,Male,Computer Science,4,8.78,60.4,0,0,4,0,89,1,0,1,1,0,0,1,51.0,56.0,1
STU2003,21,Male,Civil Eng,3,8.82,81.1,0,0,3,4,13,1,1,1,0,1,0,1,51.4,63.1,1
STU2004,21,Male,Electronics & Comm,4,8.79,50.0,0,0,3,2,72,1,0,1,1,0,0,1,69.9,44.4,1
STU2005,21,Male,Information Technology,4,6.87,75.1,0,1,0,1,224,1,0,1,1,1,0,1,68.7,76.6,1
STU2006,21,Female,Electrical Eng,4,7.41,87.2,1,1,1,3,24,1,1,1,0,1,0,1,76.1,81.0,1
STU2007,21,Male,Computer Science,3,7.86,67.4,0,0,3,5,86,1,1,0,1,1,1,0,51.5,74.0,1
STU2008,20,Female,Electronics & Comm,3,6.09,85.2,1,0,1,3,20,1,1,1,0,0,1,0,72.9,61.5,0
STU2009,21,Female,Computer Science,3,9.35,89.6,0,1,2,4,256,1,1,1,1,0,0,1,44.5,64.3,1
STU2010,20,Male,Mechanical Eng,3,7.59,50.0,0,1,1,1,25,1,1,1,1,1,1,1,37.3,67.2,1
STU2011,23,Male,Information Technology,4,7.91,76.5,0,1,1,1,290,1,1,1,1,0,0,0,93.6,81.4,1
STU2012,22,Male,Electronics & Comm,4,6.97,50.0,4,2,3,4,2,0,0,0,0,1,1,1,82.7,80.5,0
STU2013,19,Female,Computer Science,4,6.14,76.8,2,3,1,2,38,0,1,1,1,1,1,1,67.9,43.5,1
STU2014,21,Female,Electronics & Comm,4,6.94,77.9,0,0,2,1,33,1,1,0,1,0,0,0,39.7,51.8,1
STU2015,22,Male,Electrical Eng,4,7.84,53.2,0,1,1,2,27,1,0,1,1,0,0,1,61.6,71.5,1
STU2016,20,Male,Information Technology,4,8.34,97.2,0,0,3,3,119,1,1,1,0,1,0,1,74.3,44.9,1
STU2017,21,Female,Electronics & Comm,3,7.78,80.9,1,1,3,1,15,1,0,0,1,0,0,1,61.6,78.8,1
STU2018,22,Male,Information Technology,4,7.98,69.5,0,1,2,3,109,1,1,1,1,0,0,0,89.9,60.9,1
STU2019,19,Male,Mechanical Eng,4,7.23,92.7,4,0,3,0,21,0,0,0,0,1,0,1,76.8,75.6,0
STU2020,21,Female,Information Technology,4,8.15,60.0,0,2,1,1,55,1,1,1,0,1,0,0,55.1,65.5,1
STU2021,20,Female,Mechanical Eng,3,9.23,65.7,1,2,3,3,4,1,1,1,0,1,0,1,45.7,63.5,1
STU2022,22,Female,Electrical Eng,3,8.38,55.0,0,0,3,0,9,0,0,1,1,0,0,1,80.2,48.7,1
STU2023,23,Female,Information Technology,3,8.49,96.0,0,0,5,1,87,1,0,1,1,0,0,1,79.8,56.8,1
STU2024,22,Female,Computer Science,4,7.92,81.3,0,0,1,4,47,1,0,1,1,1,0,0,78.6,63.3,1
STU2025,21,Male,Information Technology,4,5.95,84.6,2,1,0,3,14,1,1,1,1,1,1,1,91.6,62.8,1
STU2026,22,Female,Mechanical Eng,3,6.45,81.0,0,2,1,2,8,1,1,0,0,0,1,0,74.4,75.9,1
STU2027,21,Female,Computer Science,4,8.1,83.7,0,1,1,1,232,1,1,0,1,0,0,1,69.3,55.4,1
STU2028,20,Female,Electronics & Comm,4,7.59,78.8,0,1,1,1,29,0,1,0,1,0,1,1,78.7,64.6,1
STU2029,21,Male,Electrical Eng,4,8.08,80.7,0,2,2,2,33,0,1,1,0,1,0,1,85.3,87.6,1
STU2030,19,Male,Information Technology,4,9.44,79.1,0,1,2,1,53,1,1,1,0,1,0,0,77.6,77.3,1
STU2031,21,Male,Electronics & Comm,3,8.4,71.9,0,1,4,2,18,1,1,1,0,1,0,0,68.4,66.6,1
STU2032,20,Male,Computer Science,4,8.98,77.5,0,1,1,2,47,1,1,1,1,0,1,0,81.6,43.1,1
STU2033,20,Male,Computer Science,3,7.7,80.7,0,2,5,2,11,0,1,1,0,0,0,1,69.3,44.4,1
STU2034,19,Female,Electrical Eng,4,6.71,79.1,0,0,3,0,32,0,1,0,0,0,1,0,61.2,74.6,1
